,Date,Symbol,Expiry,Option Type,Strike Price,Open_x,High_x,Low_x,Close_x,Last,Settle Price,Number of Contracts,Turnover_x,Premium Turnover,Open Interest,Change in OI,Underlying,Open_y,High_y,Low_y,Close_y,Volume,Turnover_y,AnnualVolatility365,AnnualVolatility254,logreturns,Days_to_Expiry,Range,UpperRange,LowerRange,Delta365,Theta365,Rho365,Vega365,Gamma365,CalcIV365
11,2017-10-25,BANKNIFTY,2017-11-09,PE,24500.0,0.0,0.0,0.0,492.95,0.0,191.0,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.226650113352,-7.21957432981,-2.38183029298,15.2845186227,0.000331301007488,1e-05
12,2017-10-25,BANKNIFTY,2017-11-09,CE,24600.0,0.0,0.0,0.0,513.35,0.0,720.85,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.738177421478,-15.7082577691,7.30569590318,16.5217846779,0.000358119483146,1e-05
13,2017-10-25,BANKNIFTY,2017-11-09,PE,24600.0,0.0,0.0,0.0,542.8,0.0,222.05,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.261822578522,-7.66037275869,-2.75416035988,16.5217846779,0.000358119483146,1e-05
14,2017-10-25,BANKNIFTY,2017-11-09,CE,24700.0,0.0,0.0,0.0,467.3,0.0,655.5,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.70055725246,-16.0843262974,6.94755257962,17.6316172546,0.000382175762566,6.21032714844
15,2017-10-25,BANKNIFTY,2017-11-09,PE,24700.0,0.0,0.0,0.0,595.7,0.0,256.45,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.29944274754,-8.0037263072,-3.15319740808,17.6316172546,0.000382175762566,15.7356262207
16,2017-10-25,BANKNIFTY,2017-11-09,CE,24800.0,0.0,0.0,0.0,424.15,0.0,593.7,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.660827526719,-16.3448059551,6.56609236607,18.5790822663,0.000402712628704,9.70983505249
17,2017-10-25,BANKNIFTY,2017-11-09,PE,24800.0,0.0,0.0,0.0,651.5,0.0,294.4,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.339172473281,-8.23149098525,-3.57555134628,18.5790822663,0.000402712628704,22.3922729492
18,2017-10-25,BANKNIFTY,2017-11-09,CE,24900.0,0.0,0.0,0.0,383.9,0.0,535.5,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.619393853707,-16.4748929809,6.16541563837,19.3338887523,0.000419073507018,11.5280151367
19,2017-10-25,BANKNIFTY,2017-11-09,PE,24900.0,0.0,0.0,0.0,710.15,0.0,335.95,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.380606146293,-8.32886303131,-4.01712179863,19.3338887523,0.000419073507018,28.3856391907
20,2017-10-25,BANKNIFTY,2017-11-09,CE,25000.0,0.0,0.0,0.0,346.45,0.0,480.95,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.576716298904,-16.4639917459,5.7502015744,19.8720188118,0.000430737795261,12.8474235535
21,2017-10-25,BANKNIFTY,2017-11-09,PE,25000.0,0.0,0.0,0.0,771.6,0.0,381.15,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.423283701096,-8.28524681663,-4.47322958724,19.8720188118,0.000430737795261,34.1567993164
22,2017-10-25,BANKNIFTY,2017-11-09,CE,25100.0,0.0,0.0,0.0,311.75,0.0,430.0,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.533293472893,-16.3063449385,5.32554615129,20.1770002533,0.00043734844891,13.8983726501
23,2017-10-25,BANKNIFTY,2017-11-09,PE,25100.0,0.0,0.0,0.0,835.8,0.0,429.9,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.466706527107,-8.09488502949,-4.938778735,20.1770002533,0.00043734844891,39.8559570312
24,2017-10-25,BANKNIFTY,2017-11-09,CE,25200.0,0.0,0.0,0.0,279.65,0.0,382.8,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.489644663402,-16.0013777625,4.89677928444,20.2407281645,0.000438729789189,14.7700309753
25,2017-10-25,BANKNIFTY,2017-11-09,PE,25200.0,0.0,0.0,0.0,902.65,0.0,482.5,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.510355336598,-7.75720287378,-5.40843932649,20.2407281645,0.000438729789189,45.5446243286
26,2017-10-25,BANKNIFTY,2017-11-09,CE,25300.0,0.0,0.0,0.0,250.1,0.0,339.3,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.446291093067,-15.5537320576,4.46927220461,20.0637801808,0.000434894336681,15.5143737793
27,2017-10-25,BANKNIFTY,2017-11-09,PE,25300.0,0.0,0.0,0.0,972.0,0.0,538.7,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.553708906933,-7.27684218909,-5.87684013097,20.0637801808,0.000434894336681,51.2619018555
28,2017-10-25,BANKNIFTY,2017-11-09,CE,25400.0,0.0,0.0,0.0,223.0,0.0,299.3,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.403737428293,-14.9729923316,4.04824665421,19.6552132648,0.000426038406426,16.1628723145
29,2017-10-25,BANKNIFTY,2017-11-09,PE,25400.0,0.0,0.0,0.0,1043.85,0.0,598.45,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.596262571707,-6.66338748337,-6.33875940601,19.6552132648,0.000426038406426,57.026386261
30,2017-10-25,BANKNIFTY,2017-11-09,CE,25500.0,0.0,0.0,0.0,199.45,0.0,262.85,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.362454613547,-14.2731308826,3.63859700382,19.0318726464,0.000412527128774,16.8013572693
31,2017-10-25,BANKNIFTY,2017-11-09,PE,25500.0,0.0,0.0,0.0,1119.2,0.0,661.7,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.637545386453,-5.9308110547,-6.78930278105,19.0318726464,0.000412527128774,62.9043579102
32,2017-10-25,BANKNIFTY,2017-11-09,CE,25600.0,0.0,0.0,0.0,176.0,0.0,229.7,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.322864969222,-13.4717208781,3.24473502786,18.2172817249,0.000394870387359,17.2653198242
33,2017-10-25,BANKNIFTY,2017-11-09,PE,25600.0,0.0,0.0,0.0,1194.65,0.0,728.35,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.677135030778,-5.09668607051,-7.22405848166,18.2172817249,0.000394870387359,68.7413215637
34,2017-10-25,BANKNIFTY,2017-11-09,CE,25700.0,0.0,0.0,0.0,155.55,0.0,199.8,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.285330286779,-12.5889823949,2.87046500736,17.2402115411,0.000373691811555,17.7268981934
35,2017-10-25,BANKNIFTY,2017-11-09,PE,25700.0,0.0,0.0,0.0,1273.1,0.0,798.2,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.714669713221,-4.18123260758,-7.63922222681,17.2402115411,0.000373691811555,74.6841430664
36,2017-10-25,BANKNIFTY,2017-11-09,CE,25800.0,0.0,0.0,0.0,137.05,0.0,172.95,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.250143405122,-11.6467356975,2.51889427959,16.1330473736,0.000349693371486,18.1446075439
37,2017-10-25,BANKNIFTY,2017-11-09,PE,25800.0,0.0,0.0,0.0,1353.55,0.0,871.05,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.749856594878,-3.20627093043,-8.03168667923,16.1330473736,0.000349693371486,80.689907074
38,2017-10-25,BANKNIFTY,2017-11-09,CE,25900.0,0.0,0.0,0.0,120.35,0.0,149.15,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.217523482831,-10.6673380041,2.19238159381,14.9300770162,0.000323618275422,18.5232162476
39,2017-10-25,BANKNIFTY,2017-11-09,PE,25900.0,0.0,0.0,0.0,1435.8,0.0,947.05,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.782476517169,-2.19415825732,-8.39909308965,14.9300770162,0.000323618275422,86.7538452148
40,2017-10-25,BANKNIFTY,2017-11-09,CE,26000.0,0.0,0.0,0.0,98.1,0.0,127.9,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.187614917492,-9.6726750652,1.89252292257,13.6658206763,0.000296214769333,18.3563232422
41,2017-10-25,BANKNIFTY,2017-11-09,PE,26000.0,0.0,0.0,0.0,1459.85,0.0,1025.5,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.812385082508,-1.16678033871,-8.73984548553,13.6658206763,0.000296214769333,89.8995399475
42,2017-10-25,BANKNIFTY,2017-11-09,CE,26100.0,0.0,0.0,0.0,155.4,0.0,109.15,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.160489628565,-8.6832681815,1.62017195158,12.3735077654,0.000268203120426,23.6053466797
43,2017-10-25,BANKNIFTY,2017-11-09,PE,26100.0,0.0,0.0,0.0,1319.1,0.0,1106.5,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.839510371435,-0.144658475295,-9.05309018117,12.3735077654,0.000268203120426,84.8236083984
44,2017-10-25,BANKNIFTY,2017-11-09,CE,26200.0,0.0,0.0,0.0,137.25,0.0,92.65,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.136152231299,-7.71754245101,1.37549050961,11.0837836306,0.000240247584778,23.7455368042
45,2017-10-25,BANKNIFTY,2017-11-09,PE,26200.0,0.0,0.0,0.0,1399.95,0.0,1189.75,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.863847768701,0.853782234907,-9.33866534779,11.0837836306,0.000240247584778,90.7320976257
46,2017-10-25,BANKNIFTY,2017-11-09,CE,26300.0,0.0,0.0,0.0,120.85,0.0,78.25,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.114547497307,-6.79128495092,1.15802281799,9.82370250954,0.000212934579034,23.8761901855
47,2017-10-25,BANKNIFTY,2017-11-09,PE,26300.0,0.0,0.0,0.0,1482.55,0.0,1275.1,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.885452502693,1.81275471472,-9.59702676405,9.82370250954,0.000212934579034,96.7044830322
48,2017-10-25,BANKNIFTY,2017-11-09,CE,26400.0,0.0,0.0,0.0,114.55,0.0,65.75,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.0955694265294,-5.91730412724,0.966786683209,8.61603480631,0.000186757665213,24.6548652649
49,2017-10-25,BANKNIFTY,2017-11-09,PE,26400.0,0.0,0.0,0.0,1467.7,0.0,1362.35,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.904430573471,2.71945051812,-9.82915662348,8.61603480631,0.000186757665213,97.7973937988
50,2017-10-25,BANKNIFTY,2017-11-09,CE,26500.0,0.0,0.0,0.0,97.25,0.0,55.0,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.0790712434644,-5.10528557097,0.800374605089,7.4788900297,0.000162109377658,24.4793891907
51,2017-10-25,BANKNIFTY,2017-11-09,PE,26500.0,0.0,0.0,0.0,1431.3,0.0,1451.35,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.920928756536,3.5641840541,-10.0364624262,7.4788900297,0.000162109377658,97.7821350098
52,2017-10-25,BANKNIFTY,2017-11-09,CE,26600.0,0.0,0.0,0.0,88.05,0.0,45.75,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,0.0648756702114,-4.36182591134,0.657058154944,6.42563369721,0.00013927942189,24.8470306396
53,2017-10-25,BANKNIFTY,2017-11-09,PE,26600.0,0.0,0.0,0.0,1403.5,0.0,1541.85,0.0,0.0,0.0,0.0,0.0,25035.9,24980.65,25157.8,24560.75,25035.9,855272765.0,2.445116e+11,17.9103551563,14.9408265477,0.0330432910091,15,909.005693371,25944.9056934,24126.8943066,-0.935124329789,4.34035869345,-10.220672601,6.42563369721,0.00013927942189,98.1597900391
54,2017-10-26,BANKNIFTY,2017-11-09,CE,24000.0,0.0,0.0,0.0,851.4,0.0,1148.4,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.817029410115,-18.8049609954,7.35538971003,12.991425069,0.000200792520807,1e-05
55,2017-10-26,BANKNIFTY,2017-11-09,PE,24000.0,0.0,0.0,0.0,300.0,300.0,68.95,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.182970589885,-10.9507840926,-1.80781667664,12.991425069,0.000200792520807,1e-05
56,2017-10-26,BANKNIFTY,2017-11-09,CE,24100.0,0.0,0.0,0.0,787.8,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.795399036089,-19.5344036988,7.17801115038,13.9075360957,0.00021495172516,1e-05
57,2017-10-26,BANKNIFTY,2017-11-09,PE,24100.0,0.0,0.0,0.0,322.7,0.0,84.3,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.204600963911,-11.6475010588,-2.02337526291,13.9075360957,0.00021495172516,1e-05
58,2017-10-26,BANKNIFTY,2017-11-09,CE,24200.0,0.0,0.0,0.0,727.1,0.0,982.15,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.77241443487,-20.2219500148,6.98674677986,14.792474515,0.00022862913276,1e-05
59,2017-10-26,BANKNIFTY,2017-11-09,PE,24200.0,0.0,0.0,0.0,179.0,179.0,102.15,0.0,0.0,0.0,520.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.22758556513,-12.3023216377,-2.25281966003,14.792474515,0.00022862913276,1e-05
60,2017-10-26,BANKNIFTY,2017-11-09,CE,24300.0,0.0,0.0,0.0,669.25,0.0,903.05,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.748146470188,-20.8561117976,6.78222802071,15.6337383807,0.000241631516361,1e-05
61,2017-10-26,BANKNIFTY,2017-11-09,PE,24300.0,0.0,0.0,0.0,525.0,525.0,122.85,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.251853529812,-12.9037576834,-2.4955184458,15.6337383807,0.000241631516361,1e-05
62,2017-10-26,BANKNIFTY,2017-11-09,CE,24400.0,0.0,0.0,0.0,614.35,0.0,827.0,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.722684796719,-21.4258411048,6.56527021514,16.4191194051,0.000253770187433,1e-05
63,2017-10-26,BANKNIFTY,2017-11-09,PE,24400.0,0.0,0.0,0.0,446.0,0.0,146.55,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.277315203281,-13.4407612536,-2.75065627798,16.4191194051,0.000253770187433,1e-05
64,2017-10-26,BANKNIFTY,2017-11-09,CE,24500.0,0.0,0.0,0.0,562.4,0.0,754.0,0.0,0.0,0.0,0.0,0.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,0.696136845485,-21.9208169435,6.33686356445,17.1370090409,0.000264865726904,1e-05
65,2017-10-26,BANKNIFTY,2017-11-09,PE,24500.0,164.45,164.45,164.45,164.45,164.45,164.45,1.0,987000.0,7000.0,40.0,40.0,25022.2,24953.95,25186.05,24864.6,25022.2,432393230.0,1.358188e+11,26.9415828497,22.4746808628,-0.000547363976741,14,1320.28042437,26342.4804244,23701.9195756,-0.303863154515,-13.9030113552,-3.01724295528,17.1370090409,0.000264865726904,1e-05
